    0,0.9972,1.0004,0.9983,1.0007,0.9999,1.0005,1.0005,1.0005,0.9991,0.9995,0.9986
    1,0.9972,1.0004,0.9983,1.0007,0.9999,1.0005,1.0005,1.0005,0.9991,0.9995,0.9986
    2,0.9972,1.0004,0.9983,1.0007,0.9999,1.0005,1.0005,1.0005,0.9991,0.9995,0.9986
    3,0.9971,1.0004,0.9983,1.0006,0.9999,1.0005,1.0005,1.0005,0.9991,0.9995,0.9986
    4,0.9971,1.0004,0.9983,1.0006,0.9999,1.0005,1.0005,1.0005,0.9991,0.9995,0.9986
    5,0.9971,1.0003,0.9983,1.0006,0.9999,1.0005,1.0005,1.0005,0.9991,0.9995,0.9986
    6,0.9971,1.0003,0.9983,1.0006,0.9999,1.0005,1.0005,1.0005,0.9991,0.9995,0.9986
    7,0.9971,1.0003,0.9983,1.0006,0.9999,1.0005,1.0005,1.0005,0.9991,0.9995,0.9987
    8,0.9971,1.0003,0.9983,1.0006,0.9999,1.0005,1.0005,1.0005,0.9991,0.9995,0.9987
    9,0.9971,1.0003,0.9983,1.0006,0.9999,1.0004,1.0005,1.0005,0.9991,0.9995,0.9987
   10,0.9971,1.0003,0.9983,1.0006,0.9999,1.0004,1.0005,1.0005,0.9991,0.9995,0.9987
   11,0.9971,1.0003,0.9983,1.0006,0.9998,1.0004,1.0005,1.0004,0.9991,0.9995,0.9987
   12,0.9971,1.0003,0.9983,1.0006,0.9998,1.0004,1.0005,1.0004,0.9991,0.9995,0.9987
   13,0.9971,1.0003,0.9983,1.0006,0.9998,1.0004,1.0005,1.0004,0.9991,0.9995,0.9987
   14,0.9971,1.0003,0.9983,1.0006,0.9998,1.0004,1.0005,1.0004,0.9991,0.9995,0.9987
   15,0.9971,1.0003,0.9983,1.0006,0.9998,1.0004,1.0005,1.0004,0.9991,0.9995,0.9987
   16,0.9971,1.0003,0.9983,1.0006,0.9998,1.0004,1.0005,1.0004,0.9991,0.9995,0.9987
   17,0.9971,1.0002,0.9984,1.0006,0.9998,1.0004,1.0005,1.0004,0.9991,0.9995,0.9987
   18,0.9971,1.0002,0.9984,1.0005,0.9998,1.0004,1.0005,1.0004,0.9991,0.9995,0.9987
   19,0.9971,1.0002,0.9984,1.0005,0.9998,1.0004,1.0005,1.0004,0.9991,0.9996,0.9987
   20,0.9971,1.0002,0.9984,1.0005,0.9998,1.0004,1.0005,1.0004,0.9991,0.9996,0.9987
   21,0.9971,1.0002,0.9984,1.0005,0.9998,1.0004,1.0005,1.0004,0.9991,0.9996,0.9987
   22,0.9970,1.0002,0.9984,1.0005,0.9998,1.0004,1.0004,1.0004,0.9992,0.9996,0.9987
   23,0.9970,1.0002,0.9984,1.0005,0.9998,1.0004,1.0004,1.0004,0.9992,0.9996,0.9987
   24,0.9970,1.0002,0.9984,1.0005,0.9998,1.0004,1.0004,1.0004,0.9992,0.9996,0.9987
   25,0.9970,1.0002,0.9984,1.0005,0.9997,1.0004,1.0004,1.0004,0.9992,0.9996,0.9987
   26,0.9970,1.0002,0.9984,1.0005,0.9997,1.0004,1.0004,1.0004,0.9992,0.9996,0.9987
   27,0.9970,1.0002,0.9984,1.0005,0.9997,1.0004,1.0004,1.0004,0.9992,0.9996,0.9987
   28,0.9970,1.0002,0.9984,1.0005,0.9997,1.0004,1.0004,1.0004,0.9992,0.9996,0.9988
   29,0.9970,1.0002,0.9984,1.0005,0.9997,1.0003,1.0004,1.0004,0.9992,0.9996,0.9988
   30,0.9970,1.0002,0.9984,1.0005,0.9997,1.0003,1.0004,1.0004,0.9992,0.9996,0.9988
   31,0.9970,1.0001,0.9984,1.0005,0.9997,1.0003,1.0004,1.0004,0.9992,0.9996,0.9988
   32,0.9970,1.0001,0.9984,1.0005,0.9997,1.0003,1.0004,1.0004,0.9992,0.9996,0.9988
   33,0.9970,1.0001,0.9984,1.0004,0.9997,1.0003,1.0004,1.0004,0.9992,0.9996,0.9988
   34,0.9970,1.0001,0.9984,1.0004,0.9997,1.0003,1.0004,1.0004,0.9992,0.9996,0.9988
   35,0.9970,1.0001,0.9985,1.0004,0.9997,1.0003,1.0004,1.0004,0.9992,0.9996,0.9988
   36,0.9970,1.0001,0.9985,1.0004,0.9997,1.0003,1.0004,1.0004,0.9992,0.9996,0.9988
   37,0.9970,1.0001,0.9985,1.0004,0.9997,1.0003,1.0004,1.0004,0.9992,0.9996,0.9988
   38,0.9970,1.0001,0.9985,1.0004,0.9997,1.0003,1.0004,1.0004,0.9992,0.9997,0.9988
   39,0.9970,1.0001,0.9985,1.0004,0.9997,1.0003,1.0004,1.0004,0.9992,0.9997,0.9988
   40,0.9970,1.0001,0.9985,1.0004,0.9996,1.0003,1.0004,1.0004,0.9992,0.9997,0.9988
   41,0.9970,1.0001,0.9985,1.0004,0.9996,1.0003,1.0004,1.0004,0.9992,0.9997,0.9988
   42,0.9970,1.0001,0.9985,1.0004,0.9996,1.0003,1.0004,1.0004,0.9992,0.9997,0.9988
   43,0.9970,1.0001,0.9985,1.0004,0.9996,1.0003,1.0004,1.0004,0.9992,0.9997,0.9989
   44,0.9970,1.0001,0.9985,1.0004,0.9996,1.0003,1.0004,1.0004,0.9992,0.9997,0.9989
   45,0.9970,1.0001,0.9985,1.0004,0.9996,1.0003,1.0004,1.0004,0.9992,0.9997,0.9989
   46,0.9970,1.0001,0.9985,1.0004,0.9996,1.0003,1.0004,1.0004,0.9992,0.9997,0.9989
   47,0.9970,1.0000,0.9985,1.0004,0.9996,1.0003,1.0004,1.0004,0.9992,0.9997,0.9989
   48,0.9970,1.0000,0.9986,1.0004,0.9996,1.0003,1.0004,1.0004,0.9992,0.9997,0.9989
